,Abbrev,State,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Vote weight,Party
1630,SD,South Dakota,Postbellum,1980,4.0,327703,642298.0,0.38,2.04,81926.0,1.96,Republican
1631,TN,Tennessee,Confederate,1980,10.0,1617616,1601440.0,1.87,10.06,161762.0,0.99,Republican
1632,TX,Texas,Confederate,1980,26.0,4541637,4178306.0,5.25,28.24,174678.0,0.92,Republican
1633,UT,Utah,Postbellum,1980,4.0,604222,640475.0,0.7,3.76,151056.0,1.06,Republican
1634,VT,Vermont,Union,1980,3.0,213207,481848.0,0.25,1.33,71069.0,2.26,Republican
1635,VA,Virginia,Confederate,1980,12.0,1866032,1922013.0,2.16,11.6,155503.0,1.03,Republican
1636,WA,Washington,Postbellum,1980,9.0,1742394,1446187.0,2.01,10.84,193599.0,0.83,Republican
1637,WV,West Virginia,Border,1980,6.0,737715,966407.0,0.85,4.59,122952.0,1.31,Democrat
1638,WI,Wisconsin,Union,1980,11.0,2273221,1773112.0,2.63,14.14,206656.0,0.78,Republican
1639,WY,Wyoming,Postbellum,1980,3.0,176713,482426.0,0.2,1.1,58904.0,2.73,Republican
1640,AL,Alabama,Confederate,1984,9.0,1441713,1557050.0,1.56,8.37,160190.0,1.08,Republican
1641,AK,Alaska,Postbellum,1984,3.0,207605,516936.0,0.22,1.21,69202.0,2.49,Republican
1642,AZ,Arizona,Postbellum,1984,7.0,1025897,1210558.0,1.11,5.96,146557.0,1.18,Republican
1643,AR,Arkansas,Confederate,1984,6.0,884406,1034755.0,0.95,5.14,147401.0,1.17,Republican
1644,CA,California,Union,1984,47.0,9505423,8079610.0,10.26,55.19,202243.0,0.85,Republican
1645,CO,Colorado,Postbellum,1984,8.0,1295381,1373104.0,1.4,7.52,161923.0,1.06,Republican
1646,CT,Connecticut,Union,1984,8.0,1466900,1378886.0,1.58,8.52,183362.0,0.94,Republican
1647,DE,Delaware,Border,1984,3.0,254572,516781.0,0.27,1.48,84857.0,2.03,Republican
1648,DC,District of Columbia,Union,1984,3.0,211288,517656.0,0.23,1.23,70429.0,2.45,Democrat
1649,FL,Florida,Confederate,1984,21.0,4180051,3636644.0,4.51,24.27,199050.0,0.87,Republican
1650,GA,Georgia,Confederate,1984,12.0,1776093,2060268.0,1.92,10.31,148008.0,1.16,Republican
1651,HI,Hawaii,Postbellum,1984,4.0,335846,688484.0,0.36,1.95,83962.0,2.05,Republican
1652,ID,Idaho,Postbellum,1984,4.0,411144,690722.0,0.44,2.39,102786.0,1.68,Republican
1653,IL,Illinois,Union,1984,24.0,4819088,4144416.0,5.2,27.98,200795.0,0.86,Republican
1654,IN,Indiana,Union,1984,12.0,2233069,2076754.0,2.41,12.97,186089.0,0.93,Republican
1655,IA,Iowa,Union,1984,8.0,1319805,1372597.0,1.42,7.66,164976.0,1.04,Republican
1656,KS,Kansas,Union,1984,7.0,1021991,1205949.0,1.1,5.93,145999.0,1.18,Republican
1657,KY,Kentucky,Border,1984,9.0,1370461,1548621.0,1.48,7.96,152273.0,1.13,Republican
1658,LA,Louisiana,Confederate,1984,10.0,1706822,1723890.0,1.84,9.91,170682.0,1.01,Republican
1659,ME,Maine,Union,1984,4.0,553144,691430.0,0.6,3.21,138286.0,1.25,Republican
1660,MD,Maryland,Border,1984,10.0,1675873,1726149.0,1.81,9.73,167587.0,1.03,Republican
1661,MA,Massachusetts,Union,1984,13.0,2559453,2226724.0,2.76,14.86,196881.0,0.87,Republican
1662,MI,Michigan,Union,1984,20.0,3801658,3459509.0,4.1,22.07,190083.0,0.91,Republican
1663,MN,Minnesota,Union,1984,10.0,2084449,1730093.0,2.25,12.1,208445.0,0.83,Democrat
1664,MS,Mississippi,Confederate,1984,7.0,940192,1203446.0,1.01,5.46,134313.0,1.28,Republican
1665,MO,Missouri,Border,1984,11.0,2122771,1889266.0,2.29,12.33,192979.0,0.89,Republican
1666,MT,Montana,Postbellum,1984,4.0,384377,688035.0,0.41,2.23,96094.0,1.79,Republican
1667,NE,Nebraska,Postbellum,1984,5.0,652090,860759.0,0.7,3.79,130418.0,1.32,Republican
1668,NV,Nevada,Postbellum,1984,4.0,286667,688001.0,0.31,1.66,71667.0,2.4,Republican
1669,NH,New Hampshire,Union,1984,4.0,388954,688449.0,0.42,2.26,97238.0,1.77,Republican
1670,NJ,New Jersey,Union,1984,16.0,3217862,2767361.0,3.47,18.68,201116.0,0.86,Republican
1671,NM,New Mexico,Postbellum,1984,5.0,514370,858998.0,0.56,2.99,102874.0,1.67,Republican
1672,NY,New York,Union,1984,36.0,6806810,6194197.0,7.35,39.52,189078.0,0.91,Republican
1673,NC,North Carolina,Confederate,1984,13.0,2175361,2240622.0,2.35,12.63,167335.0,1.03,Republican
1674,ND,North Dakota,Postbellum,1984,3.0,308971,515982.0,0.33,1.79,102990.0,1.67,Republican
1675,OH,Ohio,Union,1984,23.0,4547619,3956429.0,4.91,26.41,197723.0,0.87,Republican
1676,OK,Oklahoma,Postbellum,1984,8.0,1255676,1381244.0,1.36,7.29,156960.0,1.1,Republican
1677,OR,Oregon,Union,1984,7.0,1226527,1201996.0,1.32,7.12,175218.0,0.98,Republican
1678,PA,Pennsylvania,Union,1984,25.0,4844903,4311964.0,5.23,28.13,193796.0,0.89,Republican
1679,RI,Rhode Island,Union,1984,4.0,410492,689627.0,0.44,2.38,102623.0,1.68,Republican
1680,SC,South Carolina,Confederate,1984,8.0,968540,1375327.0,1.05,5.62,121068.0,1.42,Republican
1681,SD,South Dakota,Postbellum,1984,3.0,317867,518123.0,0.34,1.85,105956.0,1.63,Republican
1682,TN,Tennessee,Confederate,1984,11.0,1711993,1900312.0,1.85,9.94,155636.0,1.11,Republican
1683,TX,Texas,Confederate,1984,29.0,5397571,5019741.0,5.83,31.34,186123.0,0.93,Republican
1684,UT,Utah,Postbellum,1984,5.0,629656,862629.0,0.68,3.66,125931.0,1.37,Republican
1685,VT,Vermont,Union,1984,3.0,234561,516034.0,0.25,1.36,78187.0,2.2,Republican
1686,VA,Virginia,Confederate,1984,12.0,2146635,2060770.0,2.32,12.46,178886.0,0.96,Republican
1687,WA,Washington,Postbellum,1984,10.0,1883910,1714358.0,2.03,10.94,188391.0,0.91,Republican
1688,WV,West Virginia,Border,1984,6.0,735742,1030039.0,0.79,4.27,122624.0,1.4,Republican
1689,WI,Wisconsin,Union,1984,11.0,2212016,1902334.0,2.39,12.84,201092.0,0.86,Republican
1690,WY,Wyoming,Postbellum,1984,3.0,188968,515883.0,0.2,1.1,62989.0,2.73,Republican
1691,AL,Alabama,Confederate,1988,9.0,1378476,1530108.0,1.5,8.1,153164.0,1.11,Republican
1692,AK,Alaska,Postbellum,1988,3.0,200116,510296.0,0.22,1.18,66705.0,2.55,Republican
1693,AZ,Arizona,Postbellum,1988,7.0,1171873,1195310.0,1.28,6.88,167410.0,1.02,Republican
1694,AR,Arkansas,Confederate,1988,6.0,827738,1018118.0,0.9,4.86,137956.0,1.23,Republican
1695,CA,California,Union,1988,47.0,9887064,8008522.0,10.79,58.07,210363.0,0.81,Republican
1696,CO,Colorado,Postbellum,1988,8.0,1372394,1358670.0,1.5,8.06,171549.0,0.99,Republican
1697,CT,Connecticut,Union,1988,8.0,1443394,1356790.0,1.58,8.48,180424.0,0.94,Republican
1698,DE,Delaware,Border,1988,3.0,249891,509778.0,0.27,1.47,83297.0,2.04,Republican
1699,DC,District of Columbia,Union,1988,3.0,192877,511124.0,0.21,1.13,64292.0,2.65,Democrat
1700,FL,Florida,Confederate,1988,21.0,4302313,3570920.0,4.7,25.27,204872.0,0.83,Republican
1701,GA,Georgia,Confederate,1988,12.0,1809672,2044929.0,1.98,10.63,150806.0,1.13,Republican
1702,HI,Hawaii,Postbellum,1988,4.0,354461,680565.0,0.39,2.08,88615.0,1.92,Democrat
1703,ID,Idaho,Postbellum,1988,4.0,408968,682977.0,0.45,2.4,102242.0,1.67,Republican
1704,IL,Illinois,Union,1988,24.0,4559120,4103208.0,4.98,26.78,189963.0,0.9,Republican
1705,IN,Indiana,Union,1988,12.0,2168621,2038504.0,2.37,12.74,180718.0,0.94,Republican
1706,IA,Iowa,Union,1988,8.0,1225614,1360432.0,1.34,7.2,153202.0,1.11,Democrat
1707,KS,Kansas,Union,1988,7.0,993044,1191653.0,1.08,5.83,141863.0,1.2,Republican
1708,KY,Kentucky,Border,1988,9.0,1322517,1534120.0,1.44,7.77,146946.0,1.16,Republican
1709,LA,Louisiana,Confederate,1988,10.0,1628202,1709612.0,1.78,9.56,162820.0,1.05,Republican
1710,ME,Maine,Union,1988,4.0,555035,682693.0,0.61,3.26,138759.0,1.23,Republican
1711,MD,Maryland,Border,1988,10.0,1714358,1697214.0,1.87,10.07,171436.0,0.99,Republican
1712,MA,Massachusetts,Union,1988,13.0,2632805,2211556.0,2.87,15.46,202523.0,0.84,Democrat
1713,MI,Michigan,Union,1988,20.0,3669163,3412322.0,4.01,21.55,183458.0,0.93,Republican
1714,MN,Minnesota,Union,1988,10.0,2096790,1698400.0,2.29,12.32,209679.0,0.81,Democrat
1715,MS,Mississippi,Confederate,1988,7.0,931527,1192355.0,1.02,5.47,133075.0,1.28,Republican
1716,MO,Missouri,Border,1988,11.0,2093228,1862973.0,2.29,12.3,190293.0,0.89,Republican
1717,MT,Montana,Postbellum,1988,4.0,365674,680154.0,0.4,2.15,91418.0,1.86,Republican
1718,NE,Nebraska,Postbellum,1988,5.0,662372,854460.0,0.72,3.89,132474.0,1.29,Republican
1719,NV,Nevada,Postbellum,1988,4.0,350067,682631.0,0.38,2.06,87517.0,1.95,Republican
1720,NH,New Hampshire,Union,1988,4.0,450525,680293.0,0.49,2.65,112631.0,1.51,Republican
1721,NJ,New Jersey,Union,1988,16.0,3099553,2727607.0,3.38,18.21,193722.0,0.88,Republican
1722,NM,New Mexico,Postbellum,1988,5.0,521287,849698.0,0.57,3.06,104257.0,1.63,Republican
1723,NY,New York,Union,1988,36.0,6485683,6161399.0,7.08,38.1,180158.0,0.95,Democrat
1724,NC,North Carolina,Confederate,1988,13.0,2134370,2219745.0,2.33,12.54,164182.0,1.04,Republican
1725,ND,North Dakota,Postbellum,1988,3.0,297261,511289.0,0.32,1.75,99087.0,1.72,Republican
1726,OH,Ohio,Union,1988,23.0,4393699,3910392.0,4.8,25.81,191030.0,0.89,Republican
1727,OK,Oklahoma,Postbellum,1988,8.0,1171036,1358402.0,1.28,6.88,146380.0,1.16,Republican
1728,OR,Oregon,Union,1988,7.0,1201694,1189677.0,1.31,7.06,171671.0,0.99,Democrat
1729,PA,Pennsylvania,Union,1988,25.0,4536251,4264076.0,4.95,26.64,181450.0,0.94,Republican
1730,RI,Rhode Island,Union,1988,4.0,404620,679762.0,0.44,2.38,101155.0,1.68,Democrat
1731,SC,South Carolina,Confederate,1988,8.0,986009,1360692.0,1.08,5.79,123251.0,1.38,Republican
1732,SD,South Dakota,Postbellum,1988,3.0,312991,510175.0,0.34,1.84,104330.0,1.63,Republican
1733,TN,Tennessee,Confederate,1988,11.0,1636250,1865325.0,1.79,9.61,148750.0,1.14,Republican
1734,TX,Texas,Confederate,1988,29.0,5427410,4938943.0,5.93,31.88,187152.0,0.91,Republican
1735,UT,Utah,Postbellum,1988,5.0,647008,854051.0,0.71,3.8,129402.0,1.32,Republican
1736,VT,Vermont,Union,1988,3.0,243333,510999.0,0.27,1.43,81111.0,2.1,Republican
1737,VA,Virginia,Confederate,1988,12.0,2191609,2038196.0,2.39,12.87,182634.0,0.93,Republican
1738,WA,Washington,Postbellum,1988,10.0,1865253,1697380.0,2.04,10.96,186525.0,0.91,Democrat
1739,WV,West Virginia,Border,1988,6.0,653311,1019165.0,0.71,3.84,108885.0,1.56,Democrat
1740,WI,Wisconsin,Union,1988,11.0,2191608,1862867.0,2.39,12.87,199237.0,0.85,Democrat
1741,WY,Wyoming,Postbellum,1988,3.0,176551,510232.0,0.19,1.04,58850.0,2.89,Republican
1742,AL,Alabama,Confederate,1992,9.0,1688060,1738702.0,1.62,8.7,187562.0,1.03,Republican
1743,AK,Alaska,Postbellum,1992,3.0,258506,581638.0,0.25,1.33,86169.0,2.25,Republican
1744,AZ,Arizona,Postbellum,1992,8.0,1487006,1546486.0,1.42,7.66,185876.0,1.04,Republican
1745,AR,Arkansas,Confederate,1992,6.0,950653,1169303.0,0.91,4.9,158442.0,1.23,Democrat
1746,CA,California,Union,1992,54.0,11131721,10463818.0,10.66,57.35,206143.0,0.94,Democrat
1747,CO,Colorado,Postbellum,1992,8.0,1569180,1553488.0,1.5,8.08,196148.0,0.99,Democrat
1748,CT,Connecticut,Union,1992,8.0,1616332,1551679.0,1.55,8.33,202042.0,0.96,Democrat
1749,DE,Delaware,Border,1992,3.0,289620,582136.0,0.28,1.49,96540.0,2.01,Democrat
1750,DC,District of Columbia,Union,1992,3.0,227572,582584.0,0.22,1.17,75857.0,2.56,Democrat
1751,FL,Florida,Confederate,1992,25.0,5314392,4836097.0,5.09,27.38,212576.0,0.91,Republican
1752,GA,Georgia,Confederate,1992,13.0,2321133,2530035.0,2.22,11.96,178549.0,1.09,Democrat
1753,HI,Hawaii,Postbellum,1992,4.0,372842,775511.0,0.36,1.92,93210.0,2.08,Democrat
1754,ID,Idaho,Postbellum,1992,4.0,482114,776204.0,0.46,2.48,120528.0,1.61,Republican
1755,IL,Illinois,Union,1992,22.0,5050157,4292633.0,4.84,26.02,229553.0,0.85,Democrat
1756,IN,Indiana,Union,1992,12.0,2305871,2328930.0,2.21,11.88,192156.0,1.01,Republican
1757,IA,Iowa,Union,1992,7.0,1354607,1354607.0,1.3,6.98,193515.0,1.0,Democrat
1758,KS,Kansas,Union,1992,6.0,1157256,1168829.0,1.11,5.96,192876.0,1.01,Republican
1759,KY,Kentucky,Border,1992,8.0,1492900,1552616.0,1.43,7.69,186612.0,1.04,Democrat
1760,LA,Louisiana,Confederate,1992,9.0,1790017,1754217.0,1.71,9.22,198891.0,0.98,Democrat
1761,ME,Maine,Union,1992,4.0,679499,774629.0,0.65,3.5,169875.0,1.14,Democrat
1762,MD,Maryland,Border,1992,10.0,1985046,1945345.0,1.9,10.23,198505.0,0.98,Democrat
1763,MA,Massachusetts,Union,1992,12.0,2773574,2329802.0,2.66,14.29,231131.0,0.84,Democrat
1764,MI,Michigan,Union,1992,18.0,4274673,3505232.0,4.09,22.02,237482.0,0.82,Democrat
1765,MN,Minnesota,Union,1992,10.0,2347948,1948797.0,2.25,12.1,234795.0,0.83,Democrat
1766,MS,Mississippi,Confederate,1992,7.0,981793,1354874.0,0.94,5.06,140256.0,1.38,Republican
1767,MO,Missouri,Border,1992,11.0,2391270,2128230.0,2.29,12.32,217388.0,0.89,Democrat
1768,MT,Montana,Postbellum,1992,3.0,410583,583028.0,0.39,2.12,136861.0,1.42,Democrat
1769,NE,Nebraska,Postbellum,1992,5.0,739283,968461.0,0.71,3.81,147857.0,1.31,Republican
1770,NV,Nevada,Postbellum,1992,4.0,506318,774667.0,0.48,2.61,126580.0,1.53,Democrat
1771,NH,New Hampshire,Union,1992,4.0,537215,778962.0,0.51,2.77,134304.0,1.45,Democrat
1772,NJ,New Jersey,Union,1992,15.0,3343594,2908927.0,3.2,17.23,222906.0,0.87,Democrat
1773,NM,New Mexico,Postbellum,1992,5.0,569986,968976.0,0.55,2.94,113997.0,1.7,Democrat
1774,NY,New York,Union,1992,33.0,6926925,6372771.0,6.63,35.69,209907.0,0.92,Democrat
1775,NC,North Carolina,Confederate,1992,14.0,2611850,2716324.0,2.5,13.46,186561.0,1.04,Republican
1776,ND,North Dakota,Postbellum,1992,3.0,308133,582371.0,0.3,1.59,102711.0,1.89,Republican
1777,OH,Ohio,Union,1992,21.0,4939964,4100170.0,4.73,25.45,235236.0,0.83,Democrat
1778,OK,Oklahoma,Postbellum,1992,8.0,1390359,1557202.0,1.33,7.16,173795.0,1.12,Republican
1779,OR,Oregon,Union,1992,7.0,1462643,1360258.0,1.4,7.54,208949.0,0.93,Democrat
1780,PA,Pennsylvania,Union,1992,23.0,4959810,4463829.0,4.75,25.55,215644.0,0.9,Democrat
1781,RI,Rhode Island,Union,1992,4.0,453477,775446.0,0.43,2.34,113369.0,1.71,Democrat
1782,SC,South Carolina,Confederate,1992,8.0,1202527,1551260.0,1.15,6.2,150316.0,1.29,Republican
1783,SD,South Dakota,Postbellum,1992,3.0,336254,581719.0,0.32,1.73,112085.0,1.73,Republican
1784,TN,Tennessee,Confederate,1992,11.0,1982638,2141249.0,1.9,10.21,180240.0,1.08,Democrat
1785,TX,Texas,Confederate,1992,32.0,6154018,6215558.0,5.89,31.71,192313.0,1.01,Republican
1786,UT,Utah,Postbellum,1992,5.0,743998,967197.0,0.71,3.83,148800.0,1.3,Republican
1787,VT,Vermont,Union,1992,3.0,289701,582299.0,0.28,1.49,96567.0,2.01,Democrat
1788,VA,Virginia,Confederate,1992,13.0,2558665,2533078.0,2.45,13.18,196820.0,0.99,Republican
1789,WA,Washington,Postbellum,1992,11.0,2287565,2127435.0,2.19,11.79,207960.0,0.93,Democrat
1790,WV,West Virginia,Border,1992,5.0,683677,970821.0,0.65,3.52,136735.0,1.42,Democrat
1791,WI,Wisconsin,Union,1992,11.0,2531114,2126136.0,2.42,13.04,230101.0,0.84,Democrat
1792,WY,Wyoming,Postbellum,1992,3.0,199884,581662.0,0.19,1.03,66628.0,2.91,Republican
1793,AL,Alabama,Confederate,1996,9.0,1534349,1611066.0,1.59,8.57,170483.0,1.05,Republican
1794,AK,Alaska,Postbellum,1996,3.0,241620,536396.0,0.25,1.35,80540.0,2.22,Republican
1795,AZ,Arizona,Postbellum,1996,8.0,1404405,1432493.0,1.46,7.85,175551.0,1.02,Democrat
1796,AR,Arkansas,Confederate,1996,6.0,884262,1069957.0,0.92,4.94,147377.0,1.21,Democrat
1797,CA,California,Union,1996,54.0,10019484,9618705.0,10.41,55.99,185546.0,0.96,Democrat
1798,CO,Colorado,Postbellum,1996,8.0,1510704,1435169.0,1.57,8.44,188838.0,0.95,Republican
1799,CT,Connecticut,Union,1996,8.0,1392614,1434392.0,1.45,7.78,174077.0,1.03,Democrat
1800,DE,Delaware,Border,1996,3.0,270845,536273.0,0.28,1.51,90282.0,1.98,Democrat
1801,DC,District of Columbia,Union,1996,3.0,185726,536748.0,0.19,1.04,61909.0,2.89,Democrat
1802,FL,Florida,Confederate,1996,25.0,5303794,4455187.0,5.51,29.64,212152.0,0.84,Democrat
1803,GA,Georgia,Confederate,1996,13.0,2299071,2322062.0,2.39,12.85,176852.0,1.01,Republican
1804,HI,Hawaii,Postbellum,1996,4.0,360120,716639.0,0.37,2.01,90030.0,1.99,Democrat
1805,ID,Idaho,Postbellum,1996,4.0,491719,717910.0,0.51,2.75,122930.0,1.46,Republican
1806,IL,Illinois,Union,1996,22.0,4311391,3923366.0,4.48,24.09,195972.0,0.91,Democrat
1807,IN,Indiana,Union,1996,12.0,2135842,2157200.0,2.22,11.94,177987.0,1.01,Republican
1808,IA,Iowa,Union,1996,7.0,1234075,1258756.0,1.28,6.9,176296.0,1.02,Democrat
1809,KS,Kansas,Union,1996,6.0,1074300,1074300.0,1.12,6.0,179050.0,1.0,Republican
1810,KY,Kentucky,Border,1996,8.0,1388708,1430369.0,1.44,7.76,173588.0,1.03,Democrat
1811,LA,Louisiana,Confederate,1996,9.0,1783959,1605563.0,1.85,9.97,198218.0,0.9,Democrat
1812,ME,Maine,Union,1996,4.0,605897,714958.0,0.63,3.39,151474.0,1.18,Democrat
1813,MD,Maryland,Border,1996,10.0,1780870,1780870.0,1.85,9.95,178087.0,1.0,Democrat
1814,MA,Massachusetts,Union,1996,12.0,2556785,2147699.0,2.66,14.29,213065.0,0.84,Democrat
1815,MI,Michigan,Union,1996,18.0,3848844,3233029.0,4.0,21.51,213825.0,0.84,Democrat
1816,MN,Minnesota,Union,1996,10.0,2192640,1797965.0,2.28,12.25,219264.0,0.82,Democrat
1817,MS,Mississippi,Confederate,1996,7.0,893857,1251400.0,0.93,4.99,127694.0,1.4,Republican
1818,MO,Missouri,Border,1996,11.0,2158065,1963839.0,2.24,12.06,196188.0,0.91,Democrat
1819,MT,Montana,Postbellum,1996,3.0,407261,537585.0,0.42,2.28,135754.0,1.32,Republican
1820,NE,Nebraska,Postbellum,1996,5.0,677415,894188.0,0.7,3.79,135483.0,1.32,Republican
1821,NV,Nevada,Postbellum,1996,4.0,464279,714990.0,0.48,2.59,116070.0,1.54,Democrat
1822,NH,New Hampshire,Union,1996,4.0,499175,713820.0,0.52,2.79,124794.0,1.43,Democrat
1823,NJ,New Jersey,Union,1996,15.0,3075807,2675952.0,3.19,17.19,205054.0,0.87,Democrat
1824,NM,New Mexico,Postbellum,1996,5.0,556074,895279.0,0.58,3.11,111215.0,1.61,Democrat
1825,NY,New York,Union,1996,33.0,6316129,5874000.0,6.56,35.3,191398.0,0.93,Democrat
1826,NC,North Carolina,Confederate,1996,14.0,2515807,2515807.0,2.61,14.06,179700.0,1.0,Republican
1827,ND,North Dakota,Postbellum,1996,3.0,266411,538150.0,0.28,1.49,88804.0,2.02,Republican
1828,OH,Ohio,Union,1996,21.0,4534434,3763580.0,4.71,25.34,215925.0,0.83,Democrat
1829,OK,Oklahoma,Postbellum,1996,8.0,1206713,1435988.0,1.25,6.74,150839.0,1.19,Republican
1830,OR,Oregon,Union,1996,7.0,1377760,1253762.0,1.43,7.7,196823.0,0.91,Democrat
1831,PA,Pennsylvania,Union,1996,23.0,4506118,4100567.0,4.68,25.18,195918.0,0.91,Democrat
1832,RI,Rhode Island,Union,1996,4.0,390284,714220.0,0.41,2.18,97571.0,1.83,Democrat
1833,SC,South Carolina,Confederate,1996,8.0,1149457,1436821.0,1.19,6.42,143682.0,1.25,Republican
1834,SD,South Dakota,Postbellum,1996,3.0,323826,537551.0,0.34,1.81,107942.0,1.66,Republican
1835,TN,Tennessee,Confederate,1996,11.0,1894105,1969869.0,1.97,10.58,172191.0,1.04,Democrat
1836,TX,Texas,Confederate,1996,32.0,5611644,5723877.0,5.83,31.36,175364.0,1.02,Republican
1837,UT,Utah,Postbellum,1996,5.0,665629,891943.0,0.69,3.72,133126.0,1.34,Republican
1838,VT,Vermont,Union,1996,3.0,258449,537574.0,0.27,1.44,86150.0,2.08,Democrat
1839,VA,Virginia,Confederate,1996,13.0,2416642,2319976.0,2.51,13.5,185896.0,0.96,Republican
1840,WA,Washington,Postbellum,1996,11.0,2253837,1960838.0,2.34,12.59,204894.0,0.87,Democrat
1841,WV,West Virginia,Border,1996,5.0,636459,897407.0,0.66,3.56,127292.0,1.41,Democrat
1842,WI,Wisconsin,Union,1996,11.0,2196169,1976552.0,2.28,12.27,199652.0,0.9,Democrat
1843,WY,Wyoming,Postbellum,1996,3.0,211571,537390.0,0.22,1.18,70524.0,2.54,Republican
1844,AL,Alabama,Confederate,2000,9.0,1666272,1766248.0,1.58,8.5,185141.0,1.06,Republican
1845,AK,Alaska,Postbellum,2000,3.0,285560,588254.0,0.27,1.46,95187.0,2.06,Republican
1846,AZ,Arizona,Postbellum,2000,8.0,1532016,1562656.0,1.45,7.82,191502.0,1.02,Republican
1847,AR,Arkansas,Confederate,2000,6.0,921781,1179880.0,0.87,4.7,153630.0,1.28,Republican
1848,CA,California,Union,2000,54.0,10965856,10527222.0,10.4,55.97,203071.0,0.96,Democrat
1849,CO,Colorado,Postbellum,2000,8.0,1741368,1567231.0,1.65,8.89,217671.0,0.9,Republican
1850,CT,Connecticut,Union,2000,8.0,1459525,1561692.0,1.38,7.45,182441.0,1.07,Democrat
1851,DE,Delaware,Border,2000,3.0,327622,586443.0,0.31,1.67,109207.0,1.79,Democrat
1852,DC,District of Columbia,Union,2000,3.0,201894,587512.0,0.19,1.03,67298.0,2.91,Democrat
1853,FL,Florida,Confederate,2000,25.0,5963110,4889750.0,5.66,30.44,238524.0,0.82,Republican
1854,GA,Georgia,Confederate,2000,13.0,2596804,2544868.0,2.46,13.25,199754.0,0.98,Republican
1855,HI,Hawaii,Postbellum,2000,4.0,367951,783736.0,0.35,1.88,91988.0,2.13,Democrat
1856,ID,Idaho,Postbellum,2000,4.0,501621,782529.0,0.48,2.56,125405.0,1.56,Republican
1857,IL,Illinois,Union,2000,22.0,4742123,4315332.0,4.5,24.2,215551.0,0.91,Democrat
1858,IN,Indiana,Union,2000,12.0,2199302,2353253.0,2.09,11.23,183275.0,1.07,Republican
1859,IA,Iowa,Union,2000,7.0,1315563,1368186.0,1.25,6.71,187938.0,1.04,Democrat
1860,KS,Kansas,Union,2000,6.0,1072218,1179440.0,1.02,5.47,178703.0,1.1,Republican
1861,KY,Kentucky,Border,2000,8.0,1544187,1575071.0,1.47,7.88,193023.0,1.02,Republican
1862,LA,Louisiana,Confederate,2000,9.0,1765656,1765656.0,1.68,9.01,196184.0,1.0,Republican
1863,ME,Maine,Union,2000,4.0,651817,782180.0,0.62,3.33,162954.0,1.2,Democrat
1864,MD,Maryland,Border,2000,10.0,2025480,1964716.0,1.92,10.34,202548.0,0.97,Democrat
1865,MA,Massachusetts,Union,2000,12.0,2702984,2351596.0,2.56,13.8,225249.0,0.87,Democrat
1866,MI,Michigan,Union,2000,18.0,4232501,3512976.0,4.02,21.6,235139.0,0.83,Democrat
1867,MN,Minnesota,Union,2000,10.0,2438685,1950948.0,2.31,12.45,243868.0,0.8,Democrat
1868,MS,Mississippi,Confederate,2000,7.0,994184,1371974.0,0.94,5.07,142026.0,1.38,Republican
1869,MO,Missouri,Border,2000,11.0,2359892,2147502.0,2.24,12.05,214536.0,0.91,Republican
1870,MT,Montana,Postbellum,2000,3.0,410997,587726.0,0.39,2.1,136999.0,1.43,Republican
1871,NE,Nebraska,Postbellum,2000,5.0,697019,982797.0,0.66,3.56,139404.0,1.41,Republican
1872,NV,Nevada,Postbellum,2000,4.0,608970,785571.0,0.58,3.11,152242.0,1.29,Republican
1873,NH,New Hampshire,Union,2000,4.0,569081,785332.0,0.54,2.9,142270.0,1.38,Republican
1874,NJ,New Jersey,Union,2000,15.0,3187226,2932248.0,3.02,16.27,212482.0,0.92,Democrat
1875,NM,New Mexico,Postbellum,2000,5.0,598605,981712.0,0.57,3.06,119721.0,1.64,Democrat
1876,NY,New York,Union,2000,33.0,6821999,6480899.0,6.47,34.82,206727.0,0.95,Democrat
1877,NC,North Carolina,Confederate,2000,14.0,2911262,2736586.0,2.76,14.86,207947.0,0.94,Republican
1878,ND,North Dakota,Postbellum,2000,3.0,288256,588042.0,0.27,1.47,96085.0,2.04,Republican
1879,OH,Ohio,Union,2000,21.0,4705457,4093748.0,4.46,24.02,224069.0,0.87,Republican
1880,OK,Oklahoma,Postbellum,2000,8.0,1234229,1567471.0,1.17,6.3,154279.0,1.27,Republican
1881,OR,Oregon,Union,2000,7.0,1533968,1365232.0,1.46,7.83,219138.0,0.89,Democrat
1882,PA,Pennsylvania,Union,2000,23.0,4913119,4520069.0,4.66,25.08,213614.0,0.92,Democrat
1883,RI,Rhode Island,Union,2000,4.0,409112,785495.0,0.39,2.09,102278.0,1.92,Democrat
1884,SC,South Carolina,Confederate,2000,8.0,1382717,1562470.0,1.31,7.06,172840.0,1.13,Republican
1885,SD,South Dakota,Postbellum,2000,3.0,316269,588260.0,0.3,1.61,105423.0,1.86,Republican
1886,TN,Tennessee,Confederate,2000,11.0,2076181,2159228.0,1.97,10.6,188744.0,1.04,Republican
1887,TX,Texas,Confederate,2000,32.0,6407637,6279484.0,6.08,32.71,200239.0,0.98,Republican
1888,UT,Utah,Postbellum,2000,5.0,770754,978858.0,0.73,3.93,154151.0,1.27,Republican
1889,VT,Vermont,Union,2000,3.0,294308,588616.0,0.28,1.5,98103.0,2.0,Democrat
