,Abbrev,State,Group,Year,EC votes,Votes counted,Votes counted %,EC votes normalized,Population per EC vote,Vote weight,Party
975,ME,Maine,Northeast,1932,5.0,298444,0.75,3.99,59689.0,1.25,Republican
976,MD,Maryland,Border,1932,8.0,511054,1.29,6.83,63882.0,1.17,Democrat
977,MA,Massachusetts,Northeast,1932,17.0,1580114,3.97,21.11,92948.0,0.81,Democrat
978,MI,Michigan,Midwest,1932,19.0,1664765,4.19,22.24,87619.0,0.85,Democrat
979,MN,Minnesota,Midwest,1932,11.0,1002843,2.52,13.4,91168.0,0.82,Democrat
980,MS,Mississippi,Confederate,1932,9.0,146034,0.37,1.95,16226.0,4.61,Democrat
981,MO,Missouri,Border,1932,15.0,1609894,4.05,21.5,107326.0,0.7,Democrat
982,MT,Montana,West,1932,4.0,216479,0.54,2.89,54120.0,1.38,Democrat
983,NE,Nebraska,Midwest,1932,7.0,570137,1.43,7.62,81448.0,0.92,Democrat
984,NV,Nevada,West,1932,3.0,41430,0.1,0.55,13810.0,5.42,Democrat
985,NH,New Hampshire,Northeast,1932,4.0,205520,0.52,2.75,51380.0,1.46,Republican
986,NJ,New Jersey,Northeast,1932,16.0,1629507,4.1,21.77,101844.0,0.74,Democrat
987,NM,New Mexico,West,1932,3.0,151606,0.38,2.03,50535.0,1.48,Democrat
988,NY,New York,Northeast,1932,47.0,4688614,11.79,62.63,99758.0,0.75,Democrat
989,NC,North Carolina,Confederate,1932,13.0,711501,1.79,9.5,54731.0,1.37,Democrat
990,ND,North Dakota,Midwest,1932,4.0,256290,0.64,3.42,64072.0,1.17,Democrat
991,OH,Ohio,Midwest,1932,26.0,2609728,6.57,34.86,100374.0,0.75,Democrat
992,OK,Oklahoma,West,1932,11.0,704633,1.77,9.41,64058.0,1.17,Democrat
993,OR,Oregon,West,1932,5.0,368808,0.93,4.93,73762.0,1.01,Democrat
994,PA,Pennsylvania,Northeast,1932,36.0,2859177,7.19,38.19,79422.0,0.94,Republican
995,RI,Rhode Island,Northeast,1932,4.0,266170,0.67,3.56,66542.0,1.13,Democrat
996,SC,South Carolina,Confederate,1932,8.0,104407,0.26,1.39,13051.0,5.74,Democrat
997,SD,South Dakota,Midwest,1932,4.0,288438,0.73,3.85,72110.0,1.04,Democrat
998,TN,Tennessee,Confederate,1932,11.0,390256,0.98,5.21,35478.0,2.11,Democrat
999,TX,Texas,Confederate,1932,23.0,863426,2.17,11.53,37540.0,1.99,Democrat
1000,UT,Utah,West,1932,4.0,206578,0.52,2.76,51644.0,1.45,Democrat
1001,VT,Vermont,Northeast,1932,3.0,136980,0.34,1.83,45660.0,1.64,Republican
1002,VA,Virginia,Confederate,1932,11.0,297942,0.75,3.98,27086.0,2.76,Democrat
1003,WA,Washington,West,1932,8.0,614814,1.55,8.21,76852.0,0.97,Democrat
1004,WV,West Virginia,Border,1932,8.0,743774,1.87,9.94,92972.0,0.81,Democrat
1005,WI,Wisconsin,Midwest,1932,12.0,1114808,2.8,14.89,92901.0,0.81,Democrat
1006,WY,Wyoming,West,1932,3.0,96962,0.24,1.3,32321.0,2.32,Democrat
1007,AL,Alabama,Confederate,1936,11.0,275244,0.6,3.2,25022.0,3.44,Democrat
1008,AZ,Arizona,West,1936,3.0,124163,0.27,1.44,41388.0,2.08,Democrat
1009,AR,Arkansas,Confederate,1936,9.0,179423,0.39,2.09,19936.0,4.31,Democrat
1010,CA,California,West,1936,22.0,2638882,5.78,30.7,119949.0,0.72,Democrat
1011,CO,Colorado,West,1936,6.0,488684,1.07,5.68,81447.0,1.06,Democrat
1012,CT,Connecticut,Northeast,1936,8.0,690723,1.51,8.03,86340.0,1.0,Democrat
1013,DE,Delaware,Border,1936,3.0,127603,0.28,1.48,42534.0,2.02,Democrat
1014,FL,Florida,Confederate,1936,7.0,327365,0.72,3.81,46766.0,1.84,Democrat
1015,GA,Georgia,Confederate,1936,12.0,293175,0.64,3.41,24431.0,3.52,Democrat
1016,ID,Idaho,West,1936,4.0,199617,0.44,2.32,49904.0,1.72,Democrat
1017,IL,Illinois,Midwest,1936,29.0,3956522,8.67,46.02,136432.0,0.63,Democrat
1018,IN,Indiana,Midwest,1936,14.0,1650897,3.62,19.2,117921.0,0.73,Democrat
1019,IA,Iowa,Midwest,1936,11.0,1142733,2.5,13.29,103885.0,0.83,Democrat
1020,KS,Kansas,Midwest,1936,9.0,865014,1.89,10.06,96113.0,0.89,Democrat
1021,KY,Kentucky,Border,1936,11.0,926203,2.03,10.77,84200.0,1.02,Democrat
1022,LA,Louisiana,Confederate,1936,10.0,329778,0.72,3.84,32978.0,2.61,Democrat
1023,ME,Maine,Northeast,1936,5.0,304240,0.67,3.54,60848.0,1.41,Republican
1024,MD,Maryland,Border,1936,8.0,624896,1.37,7.27,78112.0,1.1,Democrat
1025,MA,Massachusetts,Northeast,1936,17.0,1840357,4.03,21.41,108256.0,0.79,Democrat
1026,MI,Michigan,Midwest,1936,19.0,1805098,3.95,21.0,95005.0,0.9,Democrat
1027,MN,Minnesota,Midwest,1936,11.0,1129975,2.48,13.14,102725.0,0.84,Democrat
1028,MS,Mississippi,Confederate,1936,9.0,162090,0.36,1.89,18010.0,4.77,Democrat
1029,MO,Missouri,Border,1936,15.0,1828635,4.01,21.27,121909.0,0.71,Democrat
1030,MT,Montana,West,1936,4.0,230512,0.5,2.68,57628.0,1.49,Democrat
1031,NE,Nebraska,Midwest,1936,7.0,608023,1.33,7.07,86860.0,0.99,Democrat
1032,NV,Nevada,West,1936,3.0,43848,0.1,0.51,14616.0,5.88,Democrat
1033,NH,New Hampshire,Northeast,1936,4.0,218114,0.48,2.54,54528.0,1.58,Democrat
1034,NJ,New Jersey,Northeast,1936,16.0,1820437,3.99,21.18,113777.0,0.76,Democrat
1035,NM,New Mexico,West,1936,3.0,169176,0.37,1.97,56392.0,1.52,Democrat
1036,NY,New York,Northeast,1936,47.0,5596398,12.26,65.1,119072.0,0.72,Democrat
1037,NC,North Carolina,Confederate,1936,13.0,839464,1.84,9.77,64574.0,1.33,Democrat
1038,ND,North Dakota,Midwest,1936,4.0,273716,0.6,3.18,68429.0,1.26,Democrat
1039,OH,Ohio,Midwest,1936,26.0,3012589,6.6,35.04,115869.0,0.74,Democrat
1040,OK,Oklahoma,West,1936,11.0,749740,1.64,8.72,68158.0,1.26,Democrat
1041,OR,Oregon,West,1936,5.0,414021,0.91,4.82,82804.0,1.04,Democrat
1042,PA,Pennsylvania,Northeast,1936,36.0,4138426,9.07,48.14,114956.0,0.75,Democrat
1043,RI,Rhode Island,Northeast,1936,4.0,311178,0.68,3.62,77794.0,1.11,Democrat
1044,SC,South Carolina,Confederate,1936,8.0,115437,0.25,1.34,14430.0,5.96,Democrat
1045,SD,South Dakota,Midwest,1936,4.0,296472,0.65,3.45,74118.0,1.16,Democrat
1046,TN,Tennessee,Confederate,1936,11.0,476538,1.04,5.54,43322.0,1.98,Democrat
1047,TX,Texas,Confederate,1936,23.0,843482,1.85,9.81,36673.0,2.34,Democrat
1048,UT,Utah,West,1936,4.0,216677,0.47,2.52,54169.0,1.59,Democrat
1049,VT,Vermont,Northeast,1936,3.0,143689,0.31,1.67,47896.0,1.79,Republican
1050,VA,Virginia,Confederate,1936,11.0,334590,0.73,3.89,30417.0,2.83,Democrat
1051,WA,Washington,West,1936,8.0,692338,1.52,8.05,86542.0,0.99,Democrat
1052,WV,West Virginia,Border,1936,8.0,829945,1.82,9.65,103743.0,0.83,Democrat
1053,WI,Wisconsin,Midwest,1936,12.0,1258560,2.76,14.64,104880.0,0.82,Democrat
1054,WY,Wyoming,West,1936,3.0,103382,0.23,1.2,34461.0,2.49,Democrat
1055,AL,Alabama,Confederate,1940,11.0,294219,0.59,3.13,26747.0,3.51,Democrat
1056,AZ,Arizona,West,1940,3.0,150039,0.3,1.6,50013.0,1.88,Democrat
1057,AR,Arkansas,Confederate,1940,9.0,200743,0.4,2.14,22305.0,4.21,Democrat
1058,CA,California,West,1940,22.0,3268791,6.55,34.78,148581.0,0.63,Democrat
1059,CO,Colorado,West,1940,6.0,549004,1.1,5.84,91501.0,1.03,Republican
1060,CT,Connecticut,Northeast,1940,8.0,781502,1.57,8.32,97688.0,0.96,Democrat
1061,DE,Delaware,Border,1940,3.0,136374,0.27,1.45,45458.0,2.07,Democrat
1062,FL,Florida,Confederate,1940,7.0,485492,0.97,5.17,69356.0,1.36,Democrat
1063,GA,Georgia,Confederate,1940,12.0,312551,0.63,3.33,26046.0,3.61,Democrat
1064,ID,Idaho,West,1940,4.0,235168,0.47,2.5,58792.0,1.6,Democrat
1065,IL,Illinois,Midwest,1940,29.0,4217935,8.45,44.88,145446.0,0.65,Democrat
1066,IN,Indiana,Midwest,1940,14.0,1782747,3.57,18.97,127339.0,0.74,Republican
1067,IA,Iowa,Midwest,1940,11.0,1215430,2.44,12.93,110494.0,0.85,Republican
1068,KS,Kansas,Midwest,1940,9.0,860297,1.72,9.15,95589.0,0.98,Republican
1069,KY,Kentucky,Border,1940,11.0,970063,1.94,10.32,88188.0,1.07,Democrat
1070,LA,Louisiana,Confederate,1940,10.0,372305,0.75,3.96,37230.0,2.52,Democrat
1071,ME,Maine,Northeast,1940,5.0,320840,0.64,3.41,64168.0,1.46,Republican
1072,MD,Maryland,Border,1940,8.0,660117,1.32,7.02,82515.0,1.14,Democrat
1073,MA,Massachusetts,Northeast,1940,17.0,2026993,4.06,21.57,119235.0,0.79,Democrat
1074,MI,Michigan,Midwest,1940,19.0,2085929,4.18,22.2,109786.0,0.86,Republican
1075,MN,Minnesota,Midwest,1940,11.0,1251188,2.51,13.31,113744.0,0.83,Democrat
1076,MS,Mississippi,Confederate,1940,9.0,175824,0.35,1.87,19536.0,4.81,Democrat
1077,MO,Missouri,Border,1940,15.0,1833729,3.67,19.51,122249.0,0.77,Democrat
1078,MT,Montana,West,1940,4.0,247873,0.5,2.64,61968.0,1.52,Democrat
1079,NE,Nebraska,Midwest,1940,7.0,615878,1.23,6.55,87983.0,1.07,Republican
1080,NV,Nevada,West,1940,3.0,53174,0.11,0.57,17725.0,5.3,Democrat
1081,NH,New Hampshire,Northeast,1940,4.0,235419,0.47,2.51,58855.0,1.6,Democrat
1082,NJ,New Jersey,Northeast,1940,16.0,1974214,3.96,21.01,123388.0,0.76,Democrat
1083,NM,New Mexico,West,1940,3.0,183258,0.37,1.95,61086.0,1.54,Democrat
1084,NY,New York,Northeast,1940,47.0,6301596,12.63,67.05,134077.0,0.7,Democrat
1085,NC,North Carolina,Confederate,1940,13.0,822648,1.65,8.75,63281.0,1.49,Democrat
1086,ND,North Dakota,Midwest,1940,4.0,280775,0.56,2.99,70194.0,1.34,Republican
1087,OH,Ohio,Midwest,1940,26.0,3319912,6.65,35.33,127689.0,0.74,Democrat
1088,OK,Oklahoma,West,1940,11.0,826212,1.66,8.79,75110.0,1.25,Democrat
1089,OR,Oregon,West,1940,5.0,481240,0.96,5.12,96248.0,0.98,Democrat
1090,PA,Pennsylvania,Northeast,1940,36.0,4078714,8.17,43.4,113298.0,0.83,Democrat
1091,RI,Rhode Island,Northeast,1940,4.0,321148,0.64,3.42,80287.0,1.17,Democrat
1092,SC,South Carolina,Confederate,1940,8.0,99832,0.2,1.06,12479.0,7.53,Democrat
1093,SD,South Dakota,Midwest,1940,4.0,308427,0.62,3.28,77107.0,1.22,Republican
1094,TN,Tennessee,Confederate,1940,11.0,522823,1.05,5.56,47529.0,1.98,Democrat
1095,TX,Texas,Confederate,1940,23.0,1124531,2.25,11.97,48893.0,1.92,Democrat
1096,UT,Utah,West,1940,4.0,247819,0.5,2.64,61955.0,1.52,Democrat
1097,VT,Vermont,Northeast,1940,3.0,143062,0.29,1.52,47687.0,1.97,Republican
1098,VA,Virginia,Confederate,1940,11.0,346607,0.69,3.69,31510.0,2.98,Democrat
1099,WA,Washington,West,1940,8.0,793833,1.59,8.45,99229.0,0.95,Democrat
1100,WV,West Virginia,Border,1940,8.0,868076,1.74,9.24,108510.0,0.87,Democrat
1101,WI,Wisconsin,Midwest,1940,12.0,1405522,2.82,14.96,117127.0,0.8,Democrat
1102,WY,Wyoming,West,1940,3.0,112240,0.22,1.19,37413.0,2.51,Democrat
1103,AL,Alabama,Confederate,1944,11.0,244743,0.51,2.71,22249.0,4.06,Democrat
1104,AZ,Arizona,West,1944,4.0,137634,0.29,1.52,34408.0,2.63,Democrat
1105,AR,Arkansas,Confederate,1944,9.0,212954,0.44,2.36,23662.0,3.82,Democrat
1106,CA,California,West,1944,25.0,3520875,7.34,38.97,140835.0,0.64,Democrat
1107,CO,Colorado,West,1944,6.0,505039,1.05,5.59,84173.0,1.07,Republican
1108,CT,Connecticut,Northeast,1944,8.0,831990,1.73,9.21,103999.0,0.87,Democrat
1109,DE,Delaware,Border,1944,3.0,125361,0.26,1.39,41787.0,2.16,Democrat
1110,FL,Florida,Confederate,1944,8.0,482592,1.01,5.34,60324.0,1.5,Democrat
1111,GA,Georgia,Confederate,1944,12.0,328109,0.68,3.63,27342.0,3.3,Democrat
1112,ID,Idaho,West,1944,4.0,208321,0.43,2.31,52080.0,1.73,Democrat
1113,IL,Illinois,Midwest,1944,28.0,4036061,8.41,44.67,144145.0,0.63,Democrat
1114,IN,Indiana,Midwest,1944,13.0,1672091,3.49,18.51,128622.0,0.7,Republican
1115,IA,Iowa,Midwest,1944,10.0,1052599,2.19,11.65,105260.0,0.86,Republican
1116,KS,Kansas,Midwest,1944,8.0,733776,1.53,8.12,91722.0,0.99,Republican
1117,KY,Kentucky,Border,1944,11.0,867921,1.81,9.61,78902.0,1.15,Democrat
1118,LA,Louisiana,Confederate,1944,10.0,349383,0.73,3.87,34938.0,2.59,Democrat
1119,ME,Maine,Northeast,1944,5.0,296400,0.62,3.28,59280.0,1.52,Republican
1120,MD,Maryland,Border,1944,8.0,608439,1.27,6.73,76055.0,1.19,Democrat
1121,MA,Massachusetts,Northeast,1944,16.0,1960665,4.09,21.7,122542.0,0.74,Democrat
1122,MI,Michigan,Midwest,1944,19.0,2205223,4.6,24.41,116064.0,0.78,Democrat
1123,MN,Minnesota,Midwest,1944,11.0,1125529,2.35,12.46,102321.0,0.88,Democrat
1124,MS,Mississippi,Confederate,1944,9.0,180080,0.38,1.99,20009.0,4.52,Democrat
1125,MO,Missouri,Border,1944,15.0,1572474,3.28,17.4,104832.0,0.86,Democrat
1126,MT,Montana,West,1944,4.0,207355,0.43,2.29,51839.0,1.74,Democrat
1127,NE,Nebraska,Midwest,1944,6.0,563126,1.17,6.23,93854.0,0.96,Republican
1128,NV,Nevada,West,1944,3.0,54234,0.11,0.6,18078.0,5.0,Democrat
1129,NH,New Hampshire,Northeast,1944,4.0,229625,0.48,2.54,57406.0,1.57,Democrat
1130,NJ,New Jersey,Northeast,1944,16.0,1963761,4.09,21.73,122735.0,0.74,Democrat
1131,NM,New Mexico,West,1944,4.0,152225,0.32,1.68,38056.0,2.37,Democrat
1132,NY,New York,Northeast,1944,47.0,6316790,13.17,69.91,134400.0,0.67,Democrat
1133,NC,North Carolina,Confederate,1944,14.0,790554,1.65,8.75,56468.0,1.6,Democrat
1134,ND,North Dakota,Midwest,1944,4.0,220171,0.46,2.44,55043.0,1.64,Republican
1135,OH,Ohio,Midwest,1944,25.0,3153056,6.57,34.9,126122.0,0.72,Republican
1136,OK,Oklahoma,West,1944,10.0,722636,1.51,8.0,72264.0,1.25,Democrat
1137,OR,Oregon,West,1944,6.0,480147,1.0,5.31,80024.0,1.13,Democrat
1138,PA,Pennsylvania,Northeast,1944,35.0,3794793,7.91,42.0,108423.0,0.83,Democrat
1139,RI,Rhode Island,Northeast,1944,4.0,299276,0.62,3.31,74819.0,1.21,Democrat
1140,SC,South Carolina,Confederate,1944,8.0,103375,0.22,1.14,12922.0,6.99,Democrat
1141,SD,South Dakota,Midwest,1944,4.0,232076,0.48,2.57,58019.0,1.56,Republican
1142,TN,Tennessee,Confederate,1944,12.0,510692,1.06,5.65,42558.0,2.12,Democrat
1143,TX,Texas,Confederate,1944,23.0,1150331,2.4,12.73,50014.0,1.81,Democrat
1144,UT,Utah,West,1944,4.0,248319,0.52,2.75,62080.0,1.46,Democrat
1145,VT,Vermont,Northeast,1944,3.0,125361,0.26,1.39,41787.0,2.16,Republican
1146,VA,Virginia,Confederate,1944,11.0,388485,0.81,4.3,35317.0,2.56,Democrat
1147,WA,Washington,West,1944,8.0,856328,1.78,9.48,107041.0,0.84,Democrat
1148,WV,West Virginia,Border,1944,8.0,715596,1.49,7.92,89450.0,1.01,Democrat
1149,WI,Wisconsin,Midwest,1944,12.0,1339152,2.79,14.82,111596.0,0.81,Republican
1150,WY,Wyoming,West,1944,3.0,101340,0.21,1.12,33780.0,2.67,Republican
1151,AL,Alabama,Confederate,1948,11.0,214980,0.44,2.34,19544.0,4.7,Dixiecrat
1152,AZ,Arizona,West,1948,4.0,177065,0.36,1.93,44266.0,2.08,Democrat
1153,AR,Arkansas,Confederate,1948,9.0,242475,0.5,2.64,26942.0,3.41,Democrat
1154,CA,California,West,1948,25.0,4021538,8.24,43.76,160862.0,0.57,Democrat
1155,CO,Colorado,West,1948,6.0,515237,1.06,5.61,85873.0,1.07,Democrat
1156,CT,Connecticut,Northeast,1948,8.0,883518,1.81,9.61,110440.0,0.83,Republican
1157,DE,Delaware,Border,1948,3.0,139073,0.29,1.51,46358.0,1.98,Republican
1158,FL,Florida,Confederate,1948,8.0,577643,1.18,6.29,72205.0,1.27,Democrat
1159,GA,Georgia,Confederate,1948,12.0,418764,0.86,4.56,34897.0,2.63,Democrat
1160,ID,Idaho,West,1948,4.0,214816,0.44,2.34,53704.0,1.71,Democrat
1161,IL,Illinois,Midwest,1948,28.0,3984046,8.17,43.36,142287.0,0.65,Democrat
1162,IN,Indiana,Midwest,1948,13.0,1656214,3.39,18.02,127401.0,0.72,Republican
1163,IA,Iowa,Midwest,1948,10.0,1038264,2.13,11.3,103826.0,0.89,Democrat
1164,KS,Kansas,Midwest,1948,8.0,788819,1.62,8.58,98602.0,0.93,Republican
1165,KY,Kentucky,Border,1948,11.0,822658,1.69,8.95,74787.0,1.23,Democrat
1166,LA,Louisiana,Confederate,1948,10.0,416336,0.85,4.53,41634.0,2.21,Dixiecrat
1167,ME,Maine,Northeast,1948,5.0,264787,0.54,2.88,52957.0,1.74,Republican
1168,MD,Maryland,Border,1948,8.0,596735,1.22,6.49,74592.0,1.23,Republican
1169,MA,Massachusetts,Northeast,1948,16.0,2107146,4.32,22.93,131697.0,0.7,Democrat
1170,MI,Michigan,Midwest,1948,19.0,2109609,4.32,22.96,111032.0,0.83,Republican
1171,MN,Minnesota,Midwest,1948,11.0,1212226,2.48,13.19,110202.0,0.83,Democrat
1172,MS,Mississippi,Confederate,1948,9.0,192190,0.39,2.09,21354.0,4.3,Dixiecrat
1173,MO,Missouri,Border,1948,15.0,1578628,3.24,17.18,105242.0,0.87,Democrat
1174,MT,Montana,West,1948,4.0,224278,0.46,2.44,56070.0,1.64,Democrat
1175,NE,Nebraska,Midwest,1948,6.0,488940,1.0,5.32,81490.0,1.13,Republican
1176,NV,Nevada,West,1948,3.0,62117,0.13,0.68,20706.0,4.44,Democrat
1177,NH,New Hampshire,Northeast,1948,4.0,231440,0.47,2.52,57860.0,1.59,Republican
1178,NJ,New Jersey,Northeast,1948,16.0,1949555,4.0,21.22,121847.0,0.75,Republican
1179,NM,New Mexico,West,1948,4.0,187063,0.38,2.04,46766.0,1.96,Democrat
1180,NY,New York,Northeast,1948,47.0,6177337,12.66,67.23,131433.0,0.7,Republican
1181,NC,North Carolina,Confederate,1948,14.0,791209,1.62,8.61,56515.0,1.63,Democrat
1182,ND,North Dakota,Midwest,1948,4.0,220716,0.45,2.4,55179.0,1.67,Republican
1183,OH,Ohio,Midwest,1948,25.0,2936071,6.02,31.95,117443.0,0.78,Democrat
1184,OK,Oklahoma,West,1948,10.0,721599,1.48,7.85,72160.0,1.27,Democrat
1185,OR,Oregon,West,1948,6.0,524080,1.07,5.7,87347.0,1.05,Republican
1186,PA,Pennsylvania,Northeast,1948,35.0,3735148,7.66,40.65,106719.0,0.86,Republican
1187,RI,Rhode Island,Northeast,1948,4.0,327702,0.67,3.57,81926.0,1.12,Democrat
1188,SC,South Carolina,Confederate,1948,8.0,142571,0.29,1.55,17821.0,5.16,Dixiecrat
1189,SD,South Dakota,Midwest,1948,4.0,250105,0.51,2.72,62526.0,1.47,Republican
1190,TN,Tennessee,Confederate,1948,12.0,550283,1.13,5.99,45857.0,2.0,Democrat
1191,TX,Texas,Confederate,1948,23.0,1249577,2.56,13.6,54329.0,1.69,Democrat
1192,UT,Utah,West,1948,4.0,276305,0.57,3.01,69076.0,1.33,Democrat
1193,VT,Vermont,Northeast,1948,3.0,123382,0.25,1.34,41127.0,2.23,Republican
1194,VA,Virginia,Confederate,1948,11.0,419256,0.86,4.56,38114.0,2.41,Democrat
1195,WA,Washington,West,1948,8.0,905059,1.85,9.85,113132.0,0.81,Democrat
1196,WV,West Virginia,Border,1948,8.0,748750,1.53,8.15,93594.0,0.98,Democrat
1197,WI,Wisconsin,Midwest,1948,12.0,1276800,2.62,13.89,106400.0,0.86,Democrat
1198,WY,Wyoming,West,1948,3.0,101425,0.21,1.1,33808.0,2.72,Democrat
1199,AL,Alabama,Confederate,1952,11.0,426120,0.69,3.66,38738.0,3.0,Democrat
1200,AZ,Arizona,West,1952,4.0,260570,0.42,2.24,65142.0,1.79,Republican
1201,AR,Arkansas,Confederate,1952,8.0,404800,0.66,3.48,50600.0,2.3,Democrat
1202,CA,California,West,1952,32.0,5341603,8.65,45.93,166925.0,0.7,Republican
1203,CO,Colorado,West,1952,6.0,630103,1.02,5.42,105017.0,1.11,Republican
1204,CT,Connecticut,Northeast,1952,8.0,1096911,1.78,9.43,137114.0,0.85,Republican
1205,DE,Delaware,Border,1952,3.0,174025,0.28,1.5,58008.0,2.0,Republican
1206,FL,Florida,Confederate,1952,10.0,989337,1.6,8.51,98934.0,1.18,Republican
1207,GA,Georgia,Confederate,1952,12.0,655803,1.06,5.64,54650.0,2.13,Democrat
1208,ID,Idaho,West,1952,4.0,276231,0.45,2.38,69058.0,1.68,Republican
1209,IL,Illinois,Midwest,1952,27.0,4481058,7.26,38.53,165965.0,0.7,Republican
1210,IN,Indiana,Midwest,1952,13.0,1955325,3.17,16.81,150410.0,0.77,Republican
1211,IA,Iowa,Midwest,1952,10.0,1268773,2.05,10.91,126877.0,0.92,Republican
1212,KS,Kansas,Midwest,1952,8.0,896166,1.45,7.71,112021.0,1.04,Republican
1213,KY,Kentucky,Border,1952,10.0,993148,1.61,8.54,99315.0,1.17,Democrat
1214,LA,Louisiana,Confederate,1952,10.0,651952,1.06,5.61,65195.0,1.78,Democrat
1215,ME,Maine,Northeast,1952,5.0,351786,0.57,3.02,70357.0,1.65,Republican
1216,MD,Maryland,Border,1952,9.0,902074,1.46,7.76,100230.0,1.16,Republican
1217,MA,Massachusetts,Northeast,1952,16.0,2383398,3.86,20.49,148962.0,0.78,Republican
1218,MI,Michigan,Midwest,1952,20.0,2798592,4.53,24.06,139930.0,0.83,Republican
1219,MN,Minnesota,Midwest,1952,11.0,1379483,2.23,11.86,125408.0,0.93,Republican
1220,MS,Mississippi,Confederate,1952,8.0,285532,0.46,2.46,35692.0,3.26,Democrat
1221,MO,Missouri,Border,1952,13.0,1892062,3.06,16.27,145543.0,0.8,Republican
1222,MT,Montana,West,1952,4.0,265037,0.43,2.28,66259.0,1.76,Republican
1223,NE,Nebraska,Midwest,1952,6.0,609660,0.99,5.24,101610.0,1.14,Republican
1224,NV,Nevada,West,1952,3.0,82190,0.13,0.71,27397.0,4.24,Republican
1225,NH,New Hampshire,Northeast,1952,4.0,272950,0.44,2.35,68238.0,1.7,Republican
1226,NJ,New Jersey,Northeast,1952,16.0,2419554,3.92,20.81,151222.0,0.77,Republican
1227,NM,New Mexico,West,1952,4.0,238608,0.39,2.05,59652.0,1.95,Republican
1228,NY,New York,Northeast,1952,45.0,7128241,11.54,61.3,158405.0,0.73,Republican
1229,NC,North Carolina,Confederate,1952,14.0,1210910,1.96,10.41,86494.0,1.34,Democrat
1230,ND,North Dakota,Midwest,1952,4.0,270127,0.44,2.32,67532.0,1.72,Republican
1231,OH,Ohio,Midwest,1952,25.0,3700758,5.99,31.82,148030.0,0.79,Republican
1232,OK,Oklahoma,West,1952,8.0,948984,1.54,8.16,118623.0,0.98,Republican
1233,OR,Oregon,West,1952,6.0,695059,1.13,5.98,115843.0,1.0,Republican
1234,PA,Pennsylvania,Northeast,1952,32.0,4580969,7.42,39.39,143155.0,0.81,Republican
1235,RI,Rhode Island,Northeast,1952,4.0,414498,0.67,3.56,103624.0,1.12,Republican
1236,SC,South Carolina,Confederate,1952,8.0,341086,0.55,2.93,42636.0,2.73,Democrat
1237,SD,South Dakota,Midwest,1952,4.0,294283,0.48,2.53,73571.0,1.58,Republican
1238,TN,Tennessee,Confederate,1952,11.0,892553,1.45,7.67,81141.0,1.43,Republican
1239,TX,Texas,Confederate,1952,24.0,2075946,3.36,17.85,86498.0,1.34,Republican
1240,UT,Utah,West,1952,4.0,329554,0.53,2.83,82388.0,1.41,Republican
1241,VT,Vermont,Northeast,1952,3.0,153557,0.25,1.32,51186.0,2.27,Republican
1242,VA,Virginia,Confederate,1952,12.0,619689,1.0,5.33,51641.0,2.25,Republican
1243,WA,Washington,West,1952,9.0,1102708,1.79,9.48,122523.0,0.95,Republican
1244,WV,West Virginia,Border,1952,8.0,873548,1.41,7.51,109194.0,1.07,Democrat
1245,WI,Wisconsin,Midwest,1952,12.0,1607370,2.6,13.82,133948.0,0.87,Republican
1246,WY,Wyoming,West,1952,3.0,129251,0.21,1.11,43084.0,2.7,Republican
1247,AL,Alabama,Confederate,1956,11.0,496698,0.8,4.25,45154.0,2.59,Democrat
1248,AZ,Arizona,West,1956,4.0,290173,0.47,2.48,72543.0,1.61,Republican
1249,AR,Arkansas,Confederate,1956,8.0,406572,0.66,3.48,50822.0,2.3,Democrat
1250,CA,California,West,1956,32.0,5466355,8.81,46.8,170824.0,0.68,Republican
1251,CO,Colorado,West,1956,6.0,663074,1.07,5.68,110512.0,1.06,Republican
1252,CT,Connecticut,Northeast,1956,8.0,1117121,1.8,9.56,139640.0,0.84,Republican
1253,DE,Delaware,Border,1956,3.0,177988,0.29,1.52,59329.0,1.97,Republican
1254,FL,Florida,Confederate,1956,10.0,1124220,1.81,9.63,112422.0,1.04,Republican
1255,GA,Georgia,Confederate,1956,12.0,663480,1.07,5.68,55290.0,2.11,Democrat
1256,ID,Idaho,West,1956,4.0,272989,0.44,2.34,68247.0,1.71,Republican
1257,IL,Illinois,Midwest,1956,27.0,4407407,7.11,37.73,163237.0,0.72,Republican
1258,IN,Indiana,Midwest,1956,13.0,1974607,3.18,16.91,151893.0,0.77,Republican
1259,IA,Iowa,Midwest,1956,10.0,1234564,1.99,10.57,123456.0,0.95,Republican
1260,KS,Kansas,Midwest,1956,8.0,866243,1.4,7.42,108280.0,1.08,Republican
1261,KY,Kentucky,Border,1956,10.0,1053805,1.7,9.02,105380.0,1.11,Republican
1262,LA,Louisiana,Confederate,1956,10.0,617544,1.0,5.29,61754.0,1.89,Republican
1263,ME,Maine,Northeast,1956,5.0,351706,0.57,3.01,70341.0,1.66,Republican
1264,MD,Maryland,Border,1956,9.0,932351,1.5,7.98,103595.0,1.13,Republican
1265,MA,Massachusetts,Northeast,1956,16.0,2348506,3.79,20.11,146782.0,0.8,Republican
1266,MI,Michigan,Midwest,1956,20.0,3080468,4.97,26.37,154023.0,0.76,Republican
1267,MN,Minnesota,Midwest,1956,11.0,1340005,2.16,11.47,121819.0,0.96,Republican
1268,MS,Mississippi,Confederate,1956,8.0,248149,0.4,2.12,31019.0,3.77,Democrat
